text,annotator1,label
con này khỏe lắm,0,0
thua,0,0
khiếp bớt toxic,0,0
cái lồn gì vậy,1,1
non,1,1
mày khùng à,1,1
có bị mù không,1,1
chơi như cái đầu cặc,1,1
ĐÃ NGU CÒN CHơi,1,1
hùng gà vl,1,1
nghiện rồi,0,0
hùng gà vãi lồn,1,1
đợi vậy nó khống chế trước chết mẹ rồi không biết nói như đúng rồi,1,1
đúng đéo biết chơi,1,1
ngu,1,1
mang tốc biến ok không mọi người,0,0
gửi tiền vô ngân hàng xong cướp ngân hàng đó thì hóa ra tự cướp tiền mình,0,0
lại núp,0,0
tham lam là dở rồi,0,0
chuyên nghiệp vl chia ra như phim luôn,1,1
bạn chí cốt,0,0
hack rồi,0,0
ngáo thế,0,1
đúng đời,0,0
vẫn xài được,0,0
cái áo của già,0,0
thẻ hỏng vẫn dùng được,0,0
Buồn nôn quá,0,0
Súng có vẻ đẹp,0,0
khẩu này nâng cấp max sát thương to cực anh à,0,0
Súng uy lực,0,0
game kinh dị hả mọi người,0,0
game hài đấy cậu,0,0
tài khéo,0,0
ác,0,0
cay,0,0
không đeo khẩu trang hả anh,0,0
anh mép hơi ẩu,0,0
Anh nào tự tin thế nhờ,0,0
Thôi xong,0,0
ủa ủa mở hội viện hả,0,0
ôn bài chăm thế,0,0
đi tù,0,0
nghĩ nó chán,0,0
thần báo,0,0
ban mấy lần mà vẫn spam thì không có ý thức rồi,0,0
bất ngờ chưa,0,0
quào,0,0
sai hết rồi,0,0
dí ác,0,0
bị dụ đấy anh ơi,0,0
khịa ác,0,0
không giòn đâu,0,0
thầy còn cổ vũ,0,0
người nhà và bảo chơi,0,0
toàn thần,0,0
bơm ác,0,0
Người không chơi thường rất sung,0,0
anh sợ à,0,0
Toàn bơm đểu thế này,0,0
thần dí kinh,0,0
không chọn là hợp lý,0,0
mé dễ nhỉ,0,0
À team kia thắng thì sống,0,0
ông kia chạy nhanh,0,0
hiểu rồi nếu team đấy thắng thì ông ý sống,0,0
trao thân gửi phận,0,0
haha,0,0
Ơ kìa,0,0
Cầu nguyện đi bạn ơi,0,0
Kéo co,0,0
Ơ kìa,0,0
căng,0,0
Ây da,0,0
Quạo,0,0
ây da,0,0
cú lừa,0,0
biết ngay mà,0,0
Căng đét,0,0
anh như giáo viên ý nhờ,0,0
đã,0,0
kinh rồi,0,0
Ông kia nhờ thầy cúng đi,0,0
chung số phận,0,0
ông lẻ như kiểu,0,0
gọi thầy lập đàn cầu khấn đi,0,0
bài học đầu tiên là đừng tin,0,0
ngồi thiền luôn mà,0,0
người chơi hệ tâm linh,0,0
2 súng 2 bên,0,0
Căng thế nhờ,0,0
spam à,0,0
em đang xem anh ơi,0,0
xem ghi bàn,0,0
em anh ơi,0,0
Anh em không spam nhé à,0,0
nhiều người bị thanh trừng vậy,0,0
tham gia thành viên còn ráng spam để bị ban,0,0
spam làm gì không biết,0,0
ơ kìa có phải gì đó không,0,0
xếp mỗi mà đứng coi thôi không nói gì chắc ngầu luôn,0,0
1 chọi 6,0,0
căng đét,0,0
hỏi vì bị lẫn tiếng chứ không phải hỏi mấy ông,0,0
mãi là anh em,0,0
quào,0,0
ái chà,0,0
Căng thế,0,0
Đỉnh,0,0
Nói rồi haha,0,0
uầy,0,0
đây rồi thanh trừng lẫn nhau rồi,0,0
Ra rìa là đỡ bị bắn,0,0
Mãi là anh em,0,0
Toàn game nhân phẩm,0,0
ở giữa dễ ăn đạn nhất,0,0
Ở giữa kiểu gì cũng chết trước,0,0
có 1 khẩu thôi ở đâu chả chết,0,0
cạy két là sếp đỉnh,0,0
Ở giữa lạc đạn cũng chết,0,0
đấm trước lấy lợi thế,0,0
vl của người âm,0,1
anh vừa đi chơi về,0,0
anh quá đáng có tâm lắm luôn,0,0
lại mất máu rồi anh ơi,0,0
cháu chào anh,0,0
Không spam các bạn ơi,0,0
nghiện rồi,0,0
ra đồ long đao này,0,0
còn chơi là còn gỡ,0,0
mở giờ này là sai rồi anh ơi,0,0
Anh ơi đừng nghiện nữa,0,0
quá đau lòng,0,0
nhạc lên anh ơi,0,0
nghiện là toang rồi,0,0
chuyên nghiệp vãi lồn chia ra như phim luôn,1,1
chán a vl,1,1
Nhạc lên anh ơi,0,0
chán a vãi lồn,1,1
éo hiểu luôn,1,1
nhìn cuốn vkl,1,1
có công mài sắt có ngày ăn bánh bao mà không có trứng cút,0,0
nhìn cuốn vãi cả lồn,1,1
ngồi vèo cái 1 tiếng chả ra mẹ gì,1,1
vãi lồn luôn,1,1
đánh rơi mấy mảnh,0,0
Mắt tôi màu xanh rồi,0,0
mất dạy vl thì kệ nó luôn đi,1,1
mất dạy vãi lồn thì kệ nó luôn đi,1,1
spam bản quyền cái đéo gì,1,1
anh không sợ bản quyền à,0,0
VỠ TAN THẬT RỒI,0,0
bất lực,0,0
CÒN GÌ ĐÂU,0,0
bỏ hết không sợ bản quyền nữa,0,0
Chán lắm rồi,0,0
a bật bài này tỉ năm rồi các bác còn spam bản quyền chịu,0,0
bài gì hay nhờ,0,0
Ơ kìa xin anh,0,0
sang chấn rồi,0,0
spam bản quyền cái đéo gì,1,1
bất lực vcl,1,1
được mấy cái máy ảnh rồi còn gì,0,0
không lòng vòng anh như hải phòng thích anh rồi phải không,0,0
thừa thì xây thêm cái nữa anh ơi,0,0
bất lực vãi cả lồn,1,1
vl được,1,1
tiền từ thiện,0,0
quay tiếp anh ơi làm thêm,0,0
coi chừng hack tiền đó à,0,0
vãi lồn được,1,1
vãi thật,1,1
Ông già noel đó,0,0
Xây chục cái cầu đi anh,0,0
Được thực sự,0,0
Đỉnh của chóp,0,0
cho anh cái địa chỉ,0,0
vãi cả lồn,1,1
nhìn đã vãi lồn,1,1
Phá kỉ lục rồi,0,0
lên đường,0,0
giàu rồi,0,0
căng mắt ra nhìn hài vãi lồn,1,1
vc,1,1
vãi cặc,1,1
thằng gà mờ,1,1
má mày nữa,1,1
anh chơi đi,0,0
phê tận nóc,0,0
chắc trận này thua,0,0
xong trận tạo team mới đi anh ơi,0,0
top thì là ok rồi,0,0
Hùng non,0,1
chơi đi top đi anh,0,0
hùng gà,1,1
anh đánh từ từ thôi,0,0
anh chơi mấy con chính trông chán lắm,0,0
anh hùng ơi,0,0
thằng lồn này,1,1
chơi đi anh,0,0
cay đỏ dái rồi à,0,0
Nét luôn,0,0
nhắc tới là hình ảnh lại hiện ra,0,0
nhìn ảnh 1 lần ám ảnh vcc,1,1
ý anh là đổ xăng hộ,0,0
đi đua xe hết rồi,0,0
bộ xương để nguyên có khi lại hay a ơi,0,0
giàu quá cũng khổ,0,0
đây rồi,0,0
đại gia nói chuyện với nhau có khác,0,0
nhìn ảnh 1 lần ám ảnh vãi cả cặc,1,1
vcl máy cày,1,1
Đua máy cày,0,0
Chỉ đường đỉnh cao,0,0
Kiếp sau,0,0
vãi cả lồn máy cày,1,1
ông cảnh sát này cũng dai vl cơ,1,1
dai như đỉa vậy,0,0
ông cảnh sát này cũng dai vãi lồn cơ,1,1
thật là vãi lồn,1,1
mày có não không mấy thằng khùng này,1,1
qua đi rừng hành được 1 game vui vcc,1,1
Mạnh quá,0,0
qua đi rừng hành được 1 game vui vãi cả cặc,1,1
chú bé đần,1,1
Cỏ vkl ra,1,1
đọc cho lẹ,0,0
bao giờ mới có máy chủ tại việt nam cho đỡ lag vậy nhỉ,0,0
Cỏ vãi cả lồn ra ,1,1
khoái khoái chảy nước miếng,0,0
em cũng vậy á,0,0
Bẻ lái tốt đấy,0,0
Khi nào thì ăn rừng khi nào thì bỏ bãi thế ông,0,0
Không gank được thì ăn rừng chứ sao hỏi ngố thế ông,0,1
anh này cơ bắp quá nhìn là muốn ra,0,0
thấy nó lốc liền không,0,0
nhìn nguyện muốn bắn tùm lum,0,1
kéo lại pha gank mid đi kìa,0,0
cả tool lốc cả né,0,0
cứ thấy ys nó lách là bảo tool vãi lồn,1,1
vãi cặc thật,1,1
thuê cày nó rẻ hơn thuê kéo đó ông,0,0
vãi cặc,1,1
nghe quả 50 tiếng oải vl,1,1
Một mình tôi,0,0
nghe quả 50 tiếng oải vãi lồn,1,1
bắn chiêu cuối như cái quần què vậy,1,1
đồ sát lực bản sau mấy con sát thủ khỏe ác,0,0
nói chung ngồi nhiều nó yếu người dã man,0,0
sao tao mãi không thoát được rank đồng 1 ông ơi,0,0
bắn chiêu cuối như cái quần què vậy,1,1
bỏ 3 năm không chơi. giờ vào rank đánh như ngáo,1,1
gáy sớm ăn gì,0,0
hài vc,1,1
mai em luyện con này thành,0,0
hài vãi cặc,1,1
2 chiêu 1 đứa vl,1,1
từ đồng 2 lên kim cương 2 lấy bao nhiêu,0,0
nó đu cái mắt tím trong bụi kìa không thấy hả,0,0
Mắt tím team nó mà,0,0
Nó rơi xuống trong bụi cỏ giữa bùa đỏ và hang rồng,0,0
Nó đu sang red nó mà,0,0
đánh 1 trận rừng đi,0,0
bí ẩn này cuối cùng cũng được giải đáp,0,0
2 chiêu 1 đứa vãi lồn,1,1
hôm nay nóng vl,1,1
ra sông bơi anh ơi,0,0
Con nào đi mid dễ lên rank nhất,0,0
Lối chơi khó chịu nhỉ,0,0
vẫn là câu chuyện nhắm mắt 5 phút,0,0
hôm nay nóng vãi lồn,1,1
dạo này lag vcl,1,1
nó cướp red rồi,0,0
giờ thích không cố định nha,0,0
con ngựa gank uy tín quá,0,0
dạo này lag vãi cả lồn,1,1
Rác vc em à. Rank gì đây mà vẫn gặp vậy,1,1
hay ghê,0,0
hay đấy mà không được bắn,0,0
Rác vãi cặc em à. Rank gì đây mà vẫn gặp vậy,1,1
sao nó ngu vậy nó vẫn nhắn tin vậy,1,1
có bạn gank 2 trận hay vl,1,1
có bạn gank 2 trận hay vãi lồn,1,1
hay ghê,0,0
hay đấy mà không được bắn,0,0
Rank gì người anh em,0,0
sao nó ngu vậy nó vẫn nhắn tin vậy,1,1
rank gì đây ông,0,0
ừ thế xin lỗi,0,0
nói ghê nhỉ ông,0,0
Đần Nói như cái đb,1,1
Đần Nói như cái đầu buồi,1,1
Team nó toàn quái vật ai cũng xanh,1,0
game này vậy mà thua à,0,0
Thấy nó chọc phát hồi cả cây máu,0,0
nay online sớm thế em,0,0
con tướng xấu vãi cả lồn,1,1
xong mẹ game rồi đù má,1,1
ad nó hai mạng đầu đường dưới khổ vc,1,1
đã thử đâu mà biết em,0,0
Thôi ạ tí lại ăn ban thì tội,0,0
ad nó hai mạng đầu đường dưới khổ vãi cặc,1,1
cháy đi thằng chó,1,1
nhục như con chó luôn,1,1
vào thẳng vòng bảng đúng không nhỉ,0,0
ác thế,0,0
tam hợp giờ yếu bỏ mẹ,1,1
Cạ nhẹ tý đi,0,0
kênh chat mất dạy vl,1,1
kênh chat mất dạy vãi lồn,1,1
má ghê vc,1,1
má ghê vãi cặc,1,1
nó đánh như nhà nó vậy đéo sợ ai,1,1
đánh hay quá,0,0
Đánh hụt không cũng thắng gg quá gà,1,1
tôi đã cười,0,0
giải trí vl,1,1
con tướng rác thật,0,1
tướng rác vl,0,1
giải trí vãi lồn,1,1
con mẹ nó khịa ghê vậy,1,1
tank mà sát thương nó kìa dm vl,1,1
tank mà sát thương nó kìa địt mẹ vãi lồn,1,1
cười đểu quá ông ơi,0,0
nói về quốc nhục thì tất cả bọn ở đây đều giống nhau cả thôi,1,0
quần què gì vậy,1,1
cơ cấu rồi,0,0
chung kết trung hàn rồi,0,0
Rác quá rác,0,1
quần què gì vậy,1,1
Bảo đéo bao giờ chuyên nghiệp được như những khu vực khác thì tự ái,1,1
mua tổ bốc thăm,0,0
nói mẹ gì vậy,1,1
có khi nào,0,0
thể thức mới này căng nè,0,0
anh 3 cầm con gì có búa ấy,0,0
ước được chọn lại,0,0
đi đường gà quá,1,1
tí nữa nó báo ngay ấy mà,0,0
chấp 3 mạng,0,0
Rồng hoá kỹ khác biệt,0,0
mùa này gánh ác,0,0
Quăng cho thì chịu,0,0
kênh chat toàn trẻ trâu,0,0
Toàn bị tâm lý,0,0
win dễ vậy thì coi chán lắm,0,0
nay lạ quá không gáy nữa à,0,0
Em đéo sợ thằng nào hết,0,1
hiểu luôn nhìn cách đánh với pick là biết buông giấu bài xuống nhánh thua đó,0,0
ông bình luận chán ghê,0,0
mấy nhóc chỉ chờ thua xong chửi,0,0
Nhờn à,0,0
Giỡn mặt,0,0
đần ác,1,1
về nước sớm chứ cố làm gì,0,0
thua cũng đúng thôi,0,0
vui ác,0,0
cười vl,1,1
cười quê vãi lồn,1,1
tuổi lồn,1,1
thế này mà đòi ăn,0,0
ẩu quá,0,0
tự tôn,0,0
cười,0,0
đập mặt thì thua,0,0
tuổi lồn,1,1
cười hả,0,0
phi tiêu lấp lánh mà,0,0
Đánh cánh dưới đỉnh thật,0,0
kém vãi cả hàng đọc tên skill còn sai,1,1
quyết đoán vkl,1,1
thua rồi,0,0
quyết đoán vãi cả lồn,1,1
ác vl,1,1
mượt ác,0,0
ông nội đánh cháu,0,0
ác vãi lồn,1,1
Tôi ấn tượng với lối chơi của,0,0
bọn này đần,1,1
bọn đần có khác,1,1
xem 3 ván rồi đi ngủ là đẹp,0,0
quảng cáo chuột à,0,0
khen xong quăng vc,1,1
chạy nhanhh quá cũng không tốt,0,0
khen xong quăng vãi cặc,1,1
bọn nó spam cho mà biết mà nghĩ chứ đụ mẹ bình luận như này ai nuốt nổi,1,1
nói câu được câu chăng,0,0
giấu bài thôi vào vòng bảng đánh khác ngay,0,0
ngắn lưỡi bình luận nghe khó chịu vcl,1,1
ngắn lưỡi bình luận nghe khó chịu vãi cả lồn,1,1
chưa có đồ hoàn thiện,0,0
thế mà cũng chê thì cũng chịu các bố thật,0,0
ghê đấy,0,0
Già nhưng ngon,0,0
mấy cái máy phía sau chắc xịn lắm nhỉ,0,0
thủ chán thế,0,0
già thì vãi lồn,1,1
Em thấy con nó rất là hãm lồn luôn,1,1
còn con kia thì đéo đánh,0,1
em thấy con không có một cái tác dụng gì luôn á,0,0
vô dụng,0,0
Đổ mồ hôi rồi à,0,0
Ad nói nhiều vl,1,1
Ad nói nhiều vãi lồn,1,1
ác vl toàn cho con hy vọng,1,1
ác vãi lồn toàn cho con hy vọng,1,1
dcm sao,1,1
địt con mẹ sao,1,1
bảo chấp mày ván win,0,0
nay đánh tốt ghê,0,0
hóa quỷ,0,0
Hết máu cmn rồng gì nữa,1,1
biết ăn rồng rồi hả,0,0
Hết máu cmn rồng gì nữa,1,1
thì đánh đấm cái quần qùe gì,1,1
ngày đầu hơi cùi mà càng coi càng thấy ok nha,0,0
bọn lạc quan quá,0,0
ưng lắm,0,0
thì đánh đấm cái quần què gì,1,1
Nói thật nha nay đánh đần ác,1,1
xem đã mắt thật sự,0,0
Cướp này,0,0
đậu lồn,1,1
kiểm tra đội hình rồi,0,0
lại bắt đầu rồi đấy,0,0
Khéo lật kèo thật,0,0
Loại sớm cho đỡ đau đầu,0,0
Chơi combat tổng rồi,0,0
thua thì thôi sợ gì có phải loại luôn đâu,0,0
trận này 1 mất 1 còn mới hay này,0,0
vô hang hết mẹ rồi hả,1,1
đần vãi,1,1
niềm tự hào châu âu,0,0
Tay run rồi,0,0
sân khấu đẹp,0,0
Nói đi nói lại đm,1,1
Nói đi nói lại địt mẹ,1,1
Kháp kháp cc,1,1
Kháp kháp cc,1,1
bình luận hài vl,1,1
đọc bài à,0,0
bình luận hài vãi lồn,1,1
nói nói clg,1,1
nói nói cái lồn gì,1,1
mẹ đọc chính tả à,1,1
kể chuyện à,0,0
Buồn ngủ quá lũ đần,1,1
bình luận hay trả bài vậy cha,0,0
bối rối vl vậy,1,1
bối rối vãi lồn vậy,1,1
ác vl,1,1
xíu nó bắn hết,0,0
ác vãi lồn,1,1
cái lồn gì thế bạn đi,1,1
thả tiếp clm,1,1
thả ác vậy,0,0
rồi xong,0,0
má thả 3 con mạnh luôn chứ,0,1
thả tiếp cái lồn má,1,1
Vẫn nhả dkm,1,1
Quy luật chiến thắng đã được xác định,0,0
Vẫn nhả địt con mẹ,1,1
đụ má chưa sợ sao còn thả,1,1
rồi luôn,0,0
Tôi không đoán ai thắng nữa tôi đoán trận này,0,0
thôi xong,0,0
4 nô lệ rồi,0,0
đúng rồi giấu bài thôi,0,0
hảo lạc quan,0,0
Thăng làm vua thua thì về nhì,0,0
Đánh bẩn mắt,0,0
đánh top thua mọi kèo thì sao mà chơi,0,0
thua 100 con lính thì chơi bời gì,0,0
chung kết nó chán,0,0
vãi lồn tí ad không được bắn thì hiểu vì sao,1,1
mấy bọn cắn nhau cười vl,1,1
mấy bọn cắn nhau cười vãi lồn,1,1
Đm Game,1,1
thắng kêu out trình làm bố thua kêu nhả đúng đần,0,1
Đù má Game,1,1
đéo hiểu sao mà thua cho bằng được,1,1
tạ vc,1,1
tạ vãi cặc,1,1
Quá dốt,1,1
Hơn tiền rồi đánh gì nữa bán độ vl,1,1
khóc,0,0
hack não,0,0
Hơn tiền rồi đánh gì nữa bán độ vãi lồn,1,1
cướp cc,1,1
xiếc khỉ,0,0
nhờn,0,0
Non vãi lồn,0,1
cướp con cặc,1,1
clm mạnh nhất từ trước tới giờ đây à,1,1
2 ván không ăn được con rồng nào,0,0
cái lồn má mạnh nhất từ trước tới giờ đây à,1,1
đcm đúng giải ao làng,1,1
địt con mẹ đúng giải ao làng,1,1
Rừng không biết gank đánh vc gì,1,1
Rừng không biết gank đánh vãi cặc gì,1,1
ra thế giới bao mùa cái sợi dây kinh nghiệm rút gần đứt mẹ rồi mà vẫn gà vcl,1,1
lên cả nhẫn,0,0
bỏ rồng cho chuyên nghiệp à,0,0
ra thế giới bao mùa cái sợi dây kinh nghiệm rút gần đứt mẹ rồi mà vẫn gà vãi cả lồn,1,1
Quốc nhục,1,1
Nhục nhã,1,1
con bản nảy rừng bá quá,0,0
đánh ác vc,1,1
Team tạ quá,0,0
đánh ác vãi cặc,1,1
game late mạnh vc,1,1
ban huấn luyện mạnh nhất hẳn là mạnh dữ chưa,0,0
game late mạnh vãi cặc,1,1
thua bạc nhược vcl,1,1
Là chuyên nghiệp dữ chưa,0,0
cười,0,0
2 trụ mid quá lời,0,0
thua bạc nhược vãi cả lồn,1,1
má nó bình luận vãi lồn,1,1
quá là out trình,0,0
thua thì nín,0,0
nhả 1 trận xong 2 trận sau nhả tiếp,0,0
thôi thì có thực lực mới đáng buồn chứ không có thực lực thì mình không có gì phải buồn cả nhé,0,0
tấu hài vãi cặc,1,1
chơi cặc gì cái mid không có 1 con mắt,1,1
thanh tẩy ác,0,0
không lẽ cấm em băng trụ mấy pha đó,0,0
chơi cặc gì cái mid không có 1 con mắt,1,1
Ngố vc,1,1
Ngố vãi cặc,1,1
cười cc gì vậy,1,1
khùng hả,0,1
giải đi bộ vuốt râu,0,0
cười con cặc gì vậy,1,1
vcl hay vậy,1,1
vãi cả lồn hay vậy,1,1
Bao cát,0,0
nhường đấy,0,0
lại lùa gà rồi,0,0
như 1 bao cát,0,0
mấy game này chơi tùy tâm lí nữa nên không biết trước được đâu,0,0
gà vãi,1,1
thằng đần kia đâu,1,1
khán giả ồn thế,0,0
khán giả cháy vl,1,1
khán giả cháy vãi lồn,1,1
Ồn vcl,1,1
thua là gặp đúng không nhỉ,0,0
gào ác,0,0
Ồn vãi cả lồn,1,1
Nói chuẩn vl,1,1
báo thủ,0,0
láo này,0,0
tê liệt,0,0
báo nữa rồi,0,0
tự hủy,0,0
lấy tốc biến về được rồi,0,0
Nói chuẩn vãi lồn,1,1
đần đéo chịu được,1,1
đần đéo chịu được,1,1
vừa mới nói gậy xong đm,1,1
vừa mới nói gậy xong đù má,1,1
chú bé đần,1,1
thanh niên đi rừng gà nhất thế giới bộ môn,1,1
đánh láo,0,0
anti gáy sớm,0,0
2 thằng này bình luận dở quá,0,0
tham thì thâm,0,0
láo quá láo,0,0
ham ăn tục uống,0,0
Báo vãi cả lồn,1,1
đần,1,1
né ác,0,0
Anti gáy sớm nhỉ,0,0
lại hiến tế rồi,0,0
gặp bố rồi,0,0
Ẩu vcl mất con mắt vô bãi sói ạ,1,1
Mới ăn có chiến công đầu gáy sớm vậy,0,0
chung kết nhánh thắng mà chán thế,0,0
báo ác,0,0
Lấy tốc biến đi là được rồi,0,0
Ẩu vãi cả lồn mất con mắt vô bãi sói ạ,1,1
cứu thọt cmn,1,1
Lấy tốc biến được rồi còn tốc theo vãi lồn,1,1
uống cà phê luôn,0,0
thua có một mạng bảo out rừng,0,0
đánh khép vòng rừng xuống dưới cover cho đẩy là ngon rồi,0,0
Lấy tốc biến đc rồi còn tốc theo vãi lồn,1,1
troll vl,1,1
troll vãi lồn,1,1
giao tranh hủy cmn diệt luôn anti bất lực,1,1
thôi rồi,0,0
mở đẹp ác,0,0
giao tranh hủy con mẹ nó diệt luôn anti bất lực,1,1
đéo ai động được vào nó,1,1
Anh già bị hất liên tục,0,0
Out trình,0,0
game 1 coi như bỏ,0,0
nát,0,0
chảy cho đến chết,0,0
cười khinh bỉ,0,0
đéo ai động được vào nó,1,1
cứ choáng 2 choáng 3 thì chơi cđg nữa,1,1
cứ choáng 2 choáng 3 thì chơi cái đéo gì nữa,1,1
cười dcm,1,1
cười địt con mẹ,1,1
Lật sao nổi nữa,0,0
anti chui ra hang rồi nè,0,0
mua giải bẩn vãi lồn,1,1
mấy cháu anti khóc đi,0,0
chưa chắc đã win đâu,0,0
báo ác vãi cặc,1,1
vl đồng nguyên ấn để thì đần vl,1,1
Mấy bố xàm,0,0
hôm nay quá tệ,0,0
cuối game vỡ mồm,0,0
bọn này bán độ rồi,0,0
cứu thầy mấy đứa,0,0
trận này thót tim vl,1,1
trận này thót tim vãi lồn,1,1
thôi mấy ông mấy ông đánh đâu mà nhảy lên đầu lên cổ người ta mắng chửi vậy họ cổ vũ ai kệ họ chứ văn minh đi làm xấu hình ảnh vc,1,1
thôi mấy ông mấy ông đánh đâu mà nhảy lên đầu lên cổ người ta mắng chửi vậy họ cổ vũ ai kệ họ chứ văn minh đi làm xấu hình ảnh vãi cặc,1,1
trận này cho chơi nữa thì dcm chỉ có bán độ,1,1
trận này cho chơi nữa thì địt con mẹ chỉ có bán độ,1,1
Mấy con vào ăn hôi chứ mẹ gì,1,1
vô địch vòng bảng anh em yên tâm,0,0
hay vậy,0,0
Thằng cháu không gánh nổi,0,0
Thua là về nước nhánh thua gì trời,0,0
bán độ rồi,0,0
Xuống nhánh thua,0,0
già rồi,0,0
vậy là cút chưa anh em,0,0
nhánh thua thắng gặp nhau tiếp anh em nhé,0,0
đánh chán thực sự nhất là 2 ván cầm cung,0,0
có thêm bố,0,0
4 vs 5 đúng tê liệt,0,0
gặp top đầu toàn thành mèo mướp,0,0
Tê liệt đâu rồi chắc cay quá,0,0
vãi thật mới 1 game,1,1
làm mấy quả ác vl,1,1
đâu rồi,0,0
ngu vc pick toàn thua rồi vẫn pick tiếp,1,1
nhánh thắng phải không anh em,0,0
Đổi đường cái đi thọt 2 thằng luôn,0,0
Nghe nó nói mà mắc mệt,0,0
lưỡi ngắn mà nói nhiều,0,0
out trình,0,0
Không lượm sứ giả luôn,0,0
hay nha,0,0
vấn đề kĩ năng,0,0
vc sứ giả,1,1
vãi cặc sứ giả,1,1
Ad ngáo,1,1
xong game,0,0
ở nhà đánh đánh cl à,1,1
ở nhà đánh đánh cái lồn à,1,1
toàn feed cho chủ lực bên đánh cc gì nữa,1,1
toàn feed cho chủ lực bên đánh con cặc gì nữa,1,1
đéo hiểu sao thua pha đó,1,1
năm sau đánh nha,0,0
đéo hiểu sao thua pha đó,1,1
nói lắm vl,1,1
10 câu vấp hết 11 không còn lời nào diễn tả,0,0
giờ hiểu sao bị chửi rồi,0,0
nói lắm vãi lồn,1,1
thằng đần gánh team,1,1
gg bớt chết nhảm đi bao nhiêu lợi thế,0,0
Mất trụ lại bảo húc thêm,0,0
cay đéo gì tụi tao đang đi nhánh thắng,1,1
nhầm thôi gì căng,0,0
mấy ông cũng quá đáng vl vui nhưng chọc vừa thôi ổng sắp khóc mẹ luôn,1,1
mấy ông cũng quá đáng vãi lồn vui nhưng chọc vừa thôi ổng sắp khóc mẹ luôn,1,1
tính ra đang bênh xong cái ổng nói người ta nói quá tao mất hảo cảm cmn,1,1
tính ra đang bênh xong cái ổng nói người ta nói quá tao mất hảo cảm con mẹ nó luôn,1,1
như nào đéo cần biết cứ thua là tụi mày cho đần,1,1
con này răng thỏ hài vãi,1,0
nó múa kìa,0,0
ác,0,0
nó đánh ác,0,0
thằng nào phán em được rồi nổ của vô nói lại coi,0,0
sao không lên huyết kiếm,0,0
không đánh thường được thì huyết kiếm chi,0,0
Game gì mà nay mặt căng vậy,0,0
Nhưng mà lúc đó nói theo kiểu giỡn ấy anh,0,0
lên đại bác á anh,0,0
chưa vào lúc chót ai lại đem bài ra,0,0
con xe nổ tung luôn mà,0,0
huyết kiếm hút được cc mà hút,1,1
bọn này đá map rồi đó,0,0
có thật sự biết chơi không,0,0
sao ko kêu nó hất tung luôn đi,0,0
Game nó sinh quái ngẫu nhiên thôi anh,0,0
cháy quá cháy,0,0
bệnh thiểu năng có thể lây qua đường nha anh em,0,0
nói thì có thể nói tiếng nhưng viết thì nên viết chuẩn mực nha,0,0
toàn dạy tuyển thủ chơi game thôi,0,0
bắp cải,0,0
ông này là mà có phải tuyển thủ đâu,0,0
tuyển thủ nào chứ tuyển thủ này có đọc cập nhật bao giờ đâu,0,0
ông là diễn viên hài mà,0,0
Ghê,0,0
huyết kiếm hút được con cặc mà hút,1,1
ngon vcl,1,1
nhìn ông đuối sức rồi ít nói rồi,0,0
chơi con này mỗi lần hồi máu là phải kêu lên vậy á hả anh em,0,0
ngon vãi cả lồn,1,1
nay anh em xem đông thế nhỉ mà đéo thèm thích,1,1
con này đâu có thuần hồi máu đâu mà kêu mạnh muốn mạnh thì pick các kiểu chứ mấy ba nội,0,0
con này lên thông đạo mạnh nè,0,0
như hừng đông hay gì lâu vl,1,1
cưa ghế võ thuật lạc đà,0,0
Chúng mày bị mù chữ à ghi đánh kìa,1,1
xem mấy anh hề đánh thôi nào,0,0
đánh ngu xong kêu nhường ba mẹ không dạy mày cách khiêm tốn à hay ba mẹ mày chết rồi,1,1
mấy bữa nay giả làm fan trung lập đi tự nhục kinh lắm,1,1
tối mai đánh nha anh em,0,0
sáng mai đánh nhé anh em,0,0
ngồi đấy mà chê mấy thằng tiêu chuẩn kép còn hơn nước nhà không phát triển,0,0
đứng hình luôn mà,0,0
bọn ngu đâu ra,1,1
win nhé,0,0
Bên kênh quốc tế toàn thấy spam ạ,0,0
đánh như nghiệp dư,0,0
Tông mù mắt,0,0
cút rồi,0,0
ngu điên,1,1
mấy team này gặp chắc chịu không nổi quá,0,0
Hết chiêu vẫn đứng ăn sứ giả,0,0
Trượt kìa,0,0
húc mù mắt,0,0
nó trúng kêu hụt xem lại đi mấy thằng ngu,1,1
ủa con sứ giả,0,0
đần thối,1,1
nhìn đánh đúng đần như rank vàng,1,1
húc ngu,1,1
chờ đi đang chuẩn bị hồi tưởng,0,0
Không thể hụt hơn,0,0
không ăn mắt,0,0
đánh như mấy thằng,0,0
2 thằng bình luận viên của đống rác liên quân chuyển qua hay gì vậy,0,1
outplay gì out trình thì có,0,0
out top,0,0
vl 1 đống người mà xài chiêu hụt,0,0
càng ngày càng yếu,0,0
húc trúng mà,0,0
mấy cha này đi lẻ vl đánh gì nữa,1,1
mấy cha này đi lẻ vãi lồn đánh gì nữa,1,1
nó đọc anh như đúng rồi mấy thằng ngu tự nhục,1,1
Quê,0,0
win 2 trận trước là lượm hả anh em,0,0
nhìn map xấu nhỉ không đẹp như bên,0,0
sao chiêu cuối không xoay luôn vậy,0,0
anh em đánh ác thế,0,0
đánh như này thua,0,0
mấy thằng này gặp là đái,0,0
Bình luận chán quá,0,0
